SongName,BaseBPM,first,second,third,firstBB,secondBB,thirdBB,firstTPS,secondTPS,thirdTPS,avgTPS
Bunte Reihe S.484 No.15 (Menuetto).json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Bunte Reihe S.484 No.16 (Etude).json,372,372,372,372,0.75,0.75,0.75,8.27,8.27,8.27,8.27
Bunte Reihe S.484 No.17 (Intermezzo).json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Bunte Reihe S.484 No.18 (Serenade).json,216,216,216,216,0.75,0.75,0.75,4.8,4.8,4.8,4.8
Bunte Reihe S.484 No.19 (Ungarisch).json,207,207,207,207,0.75,0.75,0.75,4.6,4.6,4.6,4.6
Bunte Reihe S.484 No.20 (Tarantella).json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Bunte Reihe S.484 No.21 (Impromptu).json,456,456,456,456,0.75,0.75,0.75,10.13,10.13,10.13,10.13
Bunte Reihe S.484 No.22 (Im russischer Weise).json,99,99,99,99,0.75,0.75,0.75,2.2,2.2,2.2,2.2
Bunte Reihe S.484 No.23 (Lied).json,504,504,504,504,0.75,0.75,0.75,11.2,11.2,11.2,11.2
Bunte Reihe S.484 No.24 (Capriccio).json,432,432,432,432,0.75,0.75,0.75,9.6,9.6,9.6,9.6
Burn.json,148,148,148,148,0.25,0.25,0.25,9.87,9.87,9.87,9.87
Burn(Haocore Mix).json,114514,114514,114514,114514,0.5,0.375,0.25,3817.13,5089.51,7634.27,5513.64
Burton Ale.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Butter Building.json,450,450,465,480,0.75,0.75,0.75,10.0,10.33,10.67,10.33
Butterfly flaps wings.json,75,75,77,79,0.25,0.25,0.25,5.0,5.13,5.27,5.13
Butterfly.json,63,63,67,71,0.5,0.5,0.5,2.1,2.23,2.37,2.23
Buzzer Rag.json,180.5,180.5,180.5,180.5,0.5,0.5,0.5,6.02,6.02,6.02,6.02
Buzztone Symphony.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
By the Fireside Op.15 No.8.json,140,140,148,156,0.5,0.5,0.5,4.67,4.93,5.2,4.93
By your side.json,76,76,78,80,0.25,0.25,0.25,5.07,5.2,5.33,5.2
by.json,108,108,108,108,0.5,0.5,0.5,3.6,3.6,3.6,3.6
Bye.json,65,65,69,73,0.5,0.5,0.5,2.17,2.3,2.43,2.3
BZ.json,1,1,1,1,0.75,0.75,0.75,0.02,0.02,0.02,0.02
bzyy.json,137,137,137,137,0.25,0.25,0.25,9.13,9.13,9.13,9.13
C-R-O-W-N-E-D.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
c.s.q.n.json,174,174,174,174,0.25,0.25,0.25,11.6,11.6,11.6,11.6
C3.json,210,210,210,210,0.5,0.125,0.125,7.0,28.0,28.0,21.0
C4.json,180,180,180,180,0.5,0.75,0.75,6.0,4.0,4.0,4.67
C8.json,90,90,90,90,0.5,0.5,0.5,3.0,3.0,3.0,3.0
Ca Vang Boi (From PLM 1.6).json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
Ca Vang Boi.json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
Cabaletta Op.83.json,150,150,158,166,0.5,0.5,0.5,5.0,5.27,5.53,5.27
Cacao.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Cackletta Battle (Final).json,125,125,125,125,0.25,0.25,0.25,8.33,8.33,8.33,8.33
Cackletta's Theme.json,240,240,240,240,0.75,0.75,0.75,5.33,5.33,5.33,5.33
Caddie Master's Office.json,30,30,30,30,0.25,0.25,0.25,2.0,2.0,2.0,2.0
Caeleon Attack.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Caelum.json,128,128,128,128,0.25,0.25,0.25,8.53,8.53,8.53,8.53
Caixinha de Musica Quebrada.json,200,200,200,200,0.5,0.5,0.5,6.67,6.67,6.67,6.67
Call Me Baby.json,120,120,125,130,0.5,0.5,0.5,4.0,4.17,4.33,4.17
Calling.json,128,128,128,128,0.25,0.25,0.25,8.53,8.53,8.53,8.53
Callings of Angel and Devil Op.6.json,960,960,960,960,2,2,2,8.0,8.0,8.0,8.0
Calm 1.json,116,116,116,116,1,1,1,1.93,1.93,1.93,1.93
Calm.json,116,116,116,116,1,1,1,1.93,1.93,1.93,1.93
Camera Man song.json,240,240,240,240,0.25,0.25,0.25,16.0,16.0,16.0,16.0
Caminata Solitaria.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Can Can.json,435,435,435,435,0.75,0.75,0.75,9.67,9.67,9.67,9.67
Can You Really Call This A Hotel....json,254,254,254,254,0.5,0.5,0.5,8.47,8.47,8.47,8.47
Canadian National Anthem.json,88,88,88,88,0.25,0.25,0.25,5.87,5.87,5.87,5.87
Canalave City (Day).json,282,282,282,282,0.75,0.75,0.75,6.27,6.27,6.27,6.27
Cancan (Secret Songs).json,105,105,105,105,0.25,0.25,0.25,7.0,7.0,7.0,7.0
Cancan (Secret) (Another ver).json,105,105,105,105,0.5,0.5,0.5,3.5,3.5,3.5,3.5
Cancan (Secret).json,105,105,105,105,0.25,0.25,0.25,7.0,7.0,7.0,7.0
Cancan 1.0.0.305.json,200,200,200,200,0.5,0.5,0.5,6.67,6.67,6.67,6.67
Cancan 2.0.0.11.json,200,200,200,200,0.5,0.5,0.5,6.67,6.67,6.67,6.67
Cancan 3.0.0.27.json,200,200,200,200,0.5,0.5,0.5,6.67,6.67,6.67,6.67
Cancan BEEPY.json,105,105,105,105,0.25,0.25,0.25,7.0,7.0,7.0,7.0
Cancan.json,200,200,200,200,0.5,0.5,0.5,6.67,6.67,6.67,6.67
Cancao de Amor.json,125,125,125,125,0.5,0.5,0.5,4.17,4.17,4.17,4.17
Candide.json,120,120,120,120,1,1,1,2.0,2.0,2.0,2.0
Candy Jelly Love(Chorus).json,120,120,125,130,0.5,0.5,0.5,4.0,4.17,4.33,4.17
Candy Mountain.json,510,510,510,510,0.75,0.75,0.75,11.33,11.33,11.33,11.33
Candy.json,1000,1000,1000,1000,0.5,0.5,0.5,33.33,33.33,33.33,33.33
Candyland.json,130,130,130,130,0.25,0.25,0.25,8.67,8.67,8.67,8.67
Canny to Uncanny.json,156,156,156,156,0.375,0.375,0.375,6.93,6.93,6.93,6.93
Canon - Rock (Combo tile version).json,75,75,75,75,0.25,0.25,0.25,5.0,5.0,5.0,5.0
Canon - Rock BEEPY.json,75,75,75,75,0.25,0.25,0.25,5.0,5.0,5.0,5.0
Canon - Rock.json,75,75,75,75,0.25,0.25,0.25,5.0,5.0,5.0,5.0
Canon ( Rock ).json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Canon (Rock) (Gia Cam ver.).json,100,100,105,110,0.25,0.25,0.25,6.67,7.0,7.33,7.0
Canon (Secret Songs).json,100,100,100,160,0.5,0.5,0.5,3.33,3.33,5.33,4.0
Canon (Secret) (Another ver).json,100,100,100,160,0.25,0.25,0.25,6.67,6.67,10.67,8.0
Canon (Secret).json,100,100,100,160,0.5,0.5,0.5,3.33,3.33,5.33,4.0
Canon 2.0.0.91.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Canon Christmas.json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
Canon in A.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Canon in B.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Canon in C (Jazz Ver.).json,80,80,80,80,0.125,0.125,0.125,10.67,10.67,10.67,10.67
Canon in C.json,36,36,36,36,0.5,0.5,0.5,1.2,1.2,1.2,1.2
Canon in D.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Canon in E.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Canon in F minor B.129a (unfinished).json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Canon_Rock.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Canon-Adapted.json,80,80,81,82,0.25,0.25,0.25,5.33,5.4,5.47,5.4
Canon-Rock but its 4.5K Combo Tile.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Canon.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Cant Let Go.json,180,180,180,180,0.25,0.25,0.25,12.0,12.0,12.0,12.0
Cantabile in B-flat major B.84.json,67,67,67,67,0.25,0.25,0.25,4.47,4.47,4.47,4.47
Cantata No.147.json,300,330,346,362,1,1,1,5.5,5.77,6.03,5.77
Cantate BWV 68-2.json,87,87,89,91,0.25,0.25,0.25,5.8,5.93,6.07,5.93
Cantique d'amour (Opening).json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Canzona in d minor BWV 588.json,450,450,450,450,0.75,0.75,0.75,10.0,10.0,10.0,10.0
Canzone S.162 No.2.json,73,73,73,73,0.5,0.5,0.5,2.43,2.43,2.43,2.43
Canzone.json,92,92,103,103,0.125,0.125,0.125,12.27,13.73,13.73,13.24
Canzonetta del Salvator Rosa S.161 No.3.json,123,123,123,123,0.5,0.5,0.5,4.1,4.1,4.1,4.1
Canzonetta del Salvator Rosa.json,123,123,123,123,0.5,0.5,0.5,4.1,4.1,4.1,4.1
Canzonetta.json,120,120,128,136,0.5,0.5,0.5,4.0,4.27,4.53,4.27
Caprice Op.24 No.3.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
Car Radio.json,130,130,130,130,0.5,0.5,0.5,4.33,4.33,4.33,4.33
caramelldansen (real ver.).json,150,150,150,150,0.375,0.375,0.375,6.67,6.67,6.67,6.67
Caramelldansen.json,82.5,82.5,82.5,82.5,0.25,0.25,0.25,5.5,5.5,5.5,5.5
Card Castle.json,125,125,125,125,0.5,0.5,0.5,4.17,4.17,4.17,4.17
Carmen - Habanera.json,144,144,144,144,0.5,0.5,0.5,4.8,4.8,4.8,4.8
Carmen - Overture BEEPY.json,135,135,135,135,0.25,0.25,0.25,9.0,9.0,9.0,9.0
Carmen - Overture.json,135,135,135,135,0.25,0.25,0.25,9.0,9.0,9.0,9.0
Carmen - Votre Toast Op.57.json,110,110,114,118,0.5,0.5,0.5,3.67,3.8,3.93,3.8
Carmen - Votre Toast.json,110,110,114,118,0.5,0.5,0.5,3.67,3.8,3.93,3.8
Carmen Overture.json,115,115,115,115,0.25,0.25,0.25,7.67,7.67,7.67,7.67
Carnaval 01.json,120,120,120,120,0.25,0.5,0.5,8.0,4.0,4.0,5.33
Carnaval 02.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Carnaval 03.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Carnaval 04.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Carnaval 05.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Carnaval 06.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Carnaval 07.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Carnaval 08.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Carnaval 09.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Carnaval 10.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Carnaval 11.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Carnaval 12.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Carnaval 13.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Carnaval 14.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Carnaval Op.9 No.12 (Chopin).json,151,151,151,151,0.5,0.5,0.5,5.03,5.03,5.03,5.03
Carnaval Op.9 No.14.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Carol of The Bells.json,268.65,268.65,268.65,268.65,0.75,0.75,0.75,5.97,5.97,5.97,5.97
Carousel de Mme Pelet Narbonne S.214a.json,167,167,167,167,0.25,0.25,0.25,11.13,11.13,11.13,11.13
Carrie.json,50,50,50,50,0.25,0.25,0.25,3.33,3.33,3.33,3.33
Carrousel de Mme. Pelet-Narbonne.json,85,85,87,89,0.25,0.25,0.25,5.67,5.8,5.93,5.8
Carry on Wayward Son.json,187.5,187.5,187.5,187.5,0.5,0.5,0.5,6.25,6.25,6.25,6.25
Case Close.json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
Case Close(Ver2).json,138,138,138,138,0.25,0.25,0.25,9.2,9.2,9.2,9.2
Casino Night Zone.json,126.75,126.75,126.75,126.75,0.25,0.25,0.25,8.45,8.45,8.45,8.45
Casta Diva.json,204,204,204,204,0.75,0.75,0.75,4.53,4.53,4.53,4.53
Castelia City.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Castle Area.json,109,109,109,109,0.25,0.25,0.25,7.27,7.27,7.27,7.27
Castle Courtyard.json,72.5,72.5,72.5,72.5,0.25,0.25,0.25,4.83,4.83,4.83,4.83
Castle Grounds.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Castle in the Sky.json,96,96,96,96,0.25,0.25,0.25,6.4,6.4,6.4,6.4
Castle Lololo.json,420.75,420.75,420.75,420.97499999999997,0.75,0.75,0.75,9.35,9.35,9.35,9.35
Castle Theme (from UMod GAMES 1.0).json,285,285,285,285,0.5,0.5,0.5,9.5,9.5,9.5,9.5
Castle Theme-1.json,285,285,285,285,0.5,0.5,0.5,9.5,9.5,9.5,9.5
Castle Theme.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Castle-1.json,62.5,62.5,62.5,62.5,0.25,0.25,0.25,4.17,4.17,4.17,4.17
Castle.json,369,369,369,369,0.75,0.75,0.75,8.2,8.2,8.2,8.2
Cat.json,168,168,168,168,0.75,0.75,0.75,3.73,3.73,3.73,3.73
Catch The Loach (Secret Song).json,145,145,145,145,0.5,0.5,0.5,4.83,4.83,4.83,4.83
Catch The Loach (Secret Songs).json,145,145,145,145,0.5,0.5,0.5,4.83,4.83,4.83,4.83
Catch The Loach.json,145,145,145,145,0.5,0.5,0.5,4.83,4.83,4.83,4.83
Catharsis of A Dark Night Op.23.json,960,960,960,960,2,2,2,8.0,8.0,8.0,8.0
Cauldron Keep.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Cave and Side Path.json,396,396,396,396,0.75,0.75,0.75,8.8,8.8,8.8,8.8
Cave Dungeon.json,390,390,390,390,0.75,0.75,0.75,8.67,8.67,8.67,8.67
Cave of Being.json,354,354,354,354,0.75,0.75,0.75,7.87,7.87,7.87,7.87
Cave Story Main Theme.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Cavern Caprice.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Cavi Cape.json,378,378,378,378,0.75,0.75,0.75,8.4,8.4,8.4,8.4
CChallenge 1.json,85,85,85,85,0.25,0.5,0.5,5.67,2.83,2.83,3.78
CChallenge 2.json,777,777,777,777,0.25,0.25,0.5,51.8,51.8,25.9,43.17
CChallenge 3.json,115,115,115,115,0.25,0.25,0.25,7.67,7.67,7.67,7.67
CChallenge 4.json,90,90,90,90,0.5,0.25,0.25,3.0,6.0,6.0,5.0
CChallenge 5.json,95,95,95,95,0.5,0.25,0.25,3.17,6.33,6.33,5.28
CChallenge 6.json,53,53,53,53,0.25,0.25,0.25,3.53,3.53,3.53,3.53
CChallenge 7.json,60,60,60,60,0.125,0.25,0.25,8.0,4.0,4.0,5.33
CChallenge 8.json,60,60,60,60,0.25,0.25,0.25,4.0,4.0,4.0,4.0
Cello Sonata Op.65 Mvt.1.json,345,345,345,345,0.75,0.75,0.75,7.67,7.67,7.67,7.67
Cello Sonata Op.65 Mvt.2.json,324,324,324,324,0.75,0.75,0.75,7.2,7.2,7.2,7.2
Cello Sonata Op.65 Mvt.3.json,141,141,145,150,0.75,0.75,0.75,3.13,3.22,3.33,3.23
Cello Sonata Op.65 Mvt.4.json,465,465,465,465,0.75,0.75,0.75,10.33,10.33,10.33,10.33
Cello Suite No.1 in G.json,90,90,92,94,0.25,0.25,0.25,6.0,6.13,6.27,6.13
Cemeteries of London.json,108,108,108,108,0.5,0.5,0.5,3.6,3.6,3.6,3.6
Cerebrawl.json,96,96,96,96,0.25,0.25,0.25,6.4,6.4,6.4,6.4
CG.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
Cha-La Head-Cha-La.json,156,156,156,156,0.5,0.5,0.5,5.2,5.2,5.2,5.2
Chai Kingdom.json,123,123,123,123,0.25,0.25,0.25,8.2,8.2,8.2,8.2
Chain Chomp.json,85,85,85,85,0.25,0.25,0.25,5.67,5.67,5.67,5.67
Champagne Bridge.json,200,200,208,216,0.5,0.5,0.5,6.67,6.93,7.2,6.93
Champion Alder.json,288,288,288,288,0.75,0.75,0.75,6.4,6.4,6.4,6.4
Champion Cynthia.json,909,909,909,909,1.5,1.5,1.5,10.1,10.1,10.1,10.1
Chances Are.json,72,72,72,72,0.25,0.25,0.25,4.8,4.8,4.8,4.8
Change BEEPY.json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
Change.json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
Changes.json,108,108,108,108,0.25,0.25,0.25,7.2,7.2,7.2,7.2
changeurmind.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Channel One Russia News Theme.json,189,189,189,189,0.25,0.25,0.25,12.6,12.6,12.6,12.6
Chanson Boheme From Carmen.json,120,120,122,124,0.5,0.5,0.5,4.0,4.07,4.13,4.07
Chanson De Matin Op.15 No.2.json,110,110,114,118,0.5,0.5,0.5,3.67,3.8,3.93,3.8
Chanson Triste Op.40 No.2.json,220,220,228,236,1,1,1,3.67,3.8,3.93,3.8
Chant Op.38a No.1.json,283.5,283.5,283.5,283.5,0.75,0.75,0.75,6.3,6.3,6.3,6.3
Chant Op.38a No.2.json,283.5,283.5,283.5,283.5,0.75,0.75,0.75,6.3,6.3,6.3,6.3
Chant Op.38a No.3.json,270,270,270,270,0.75,0.75,0.75,6.0,6.0,6.0,6.0
Chant Op.38a No.4.json,252,252,252,252,0.5,0.5,0.5,8.4,8.4,8.4,8.4
Chant Op.38a No.5.json,1,1,1,1,0.75,0.75,0.75,0.02,0.02,0.02,0.02
Chant Op.38a No.6.json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Chant Op.38b No.1.json,312,312,312,312,0.75,0.75,0.75,6.93,6.93,6.93,6.93
Chant Op.38b No.2 (Fa).json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Chant Op.38b No.3.json,567,567,567,567,0.75,0.75,0.75,12.6,12.6,12.6,12.6
Chant Op.38b No.4.json,162,162,162,162,0.75,0.75,0.75,3.6,3.6,3.6,3.6
Chant Op.38b No.5.json,567,567,567,567,0.75,0.75,0.75,12.6,12.6,12.6,12.6
Chant Op.38b No.6.json,283.5,283.5,283.5,283.5,0.75,0.75,0.75,6.3,6.3,6.3,6.3
Chant Op.65 No.1.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Chant Op.65 No.2.json,480,480,480,480,0.75,0.75,0.75,10.67,10.67,10.67,10.67
Chant Op.65 No.3.json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Chant Op.65 No.4.json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Chant Op.65 No.5.json,418.5,418.5,418.5,418.5,0.75,0.75,0.75,9.3,9.3,9.3,9.3
Chant Op.65 No.6.json,306,306,306,306,0.75,0.75,0.75,6.8,6.8,6.8,6.8
Chant Op.67 No.1.json,288,288,288,288,0.5,0.5,0.5,9.6,9.6,9.6,9.6
Chant Op.67 No.2.json,390,390,390,390,0.75,0.75,0.75,8.67,8.67,8.67,8.67
Chant Op.67 No.3.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Chant Op.67 No.4.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Chant Op.67 No.5.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Chant Op.67 No.6.json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Chant Op.70 - Récapitulation.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Chant Op.70 No.1.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Chant Op.70 No.2.json,270,270,270,270,0.5,0.5,0.5,9.0,9.0,9.0,9.0
Chant Op.70 No.3.json,260,260,260,260,0.5,0.5,0.5,8.67,8.67,8.67,8.67
Chant Op.70 No.4.json,160,160,160,160,0.5,0.5,0.5,5.33,5.33,5.33,5.33
Chant Op.70 No.5.json,375,375,375,375,0.75,0.75,0.75,8.33,8.33,8.33,8.33
Chant Op.70 No.6.json,160,160,160,160,0.5,0.5,0.5,5.33,5.33,5.33,5.33
Chaos King.json,147,147,147,147,0.5,0.5,0.5,4.9,4.9,4.9,4.9
Chaos_Q.json,603,603,603,603,0.75,0.75,0.75,13.4,13.4,13.4,13.4
Chaoz Airflow (from UMod 1.7.1).json,525,525,525,525,0.75,0.75,0.75,11.67,11.67,11.67,11.67
Chaoz Airflow.json,175,175,175,175,0.5,0.5,0.5,5.83,5.83,5.83,5.83
Chaoz Fantasy.json,450,450,450,450,0.75,0.75,0.75,10.0,10.0,10.0,10.0
Chapelle de Guillaume Tell S.160 No.1.json,167,167,167,167,0.5,0.5,0.5,5.57,5.57,5.57,5.57
Chapelle de Guillaume Tell.json,167,167,167,167,0.5,0.5,0.5,5.57,5.57,5.57,5.57
Chariots of Fire.json,122,122,122,122,0.5,0.5,0.5,4.07,4.07,4.07,4.07
Chase.json,231,231,231,231,0.5,0.5,0.5,7.7,7.7,7.7,7.7
Chase's Challenge 1.json,50,50,50,50,0.25,0.25,0.25,3.33,3.33,3.33,3.33
Chase's Challenge 2.json,180,180,180,180,0.5,0.25,0.25,6.0,12.0,12.0,10.0
Chase's Challenge 3.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Chase's Challenge 4.json,180,180,180,180,0.25,0.5,0.25,12.0,6.0,12.0,10.0
Chase's Challenge 5.json,90,90,95,100,0.5,0.5,0.5,3.0,3.17,3.33,3.17
Chase's Challenge 10.json,50,50,50,50,0.25,0.5,0.25,3.33,1.67,3.33,2.78
Chase's Challenge 11.json,180,180,180,180,0.5,0.25,0.25,6.0,12.0,12.0,10.0
Chase's Challenge 12.json,180,180,180,180,0.25,0.25,0.5,12.0,12.0,6.0,10.0
Chase's Piece of Folly No.1.json,100,100,100,100,0.25,0.5,1,6.67,3.33,1.67,3.89
Chase's Piece of Folly No.2.json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
Chase's Piece of Folly No.3.json,100,100,100,100,0.125,0.5,0.25,13.33,3.33,6.67,7.78
Chase's Piece of Folly No.4.json,69,69,69,69,0.5,0.5,0.5,2.3,2.3,2.3,2.3
Chase's Piece of Folly No.5.json,100,100,100,100,0.25,0.5,0.5,6.67,3.33,3.33,4.44
Chase's Piece of Folly No.6.json,210,210,210,210,0.5,0.25,0.25,7.0,14.0,14.0,11.67
Chase's Piece of Folly No.7.json,210,210,210,210,0.25,0.5,0.25,14.0,7.0,14.0,11.67
Chase's Piece of Folly No.8 (From Chase's Mod 1.0).json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
Chase's Piece of Folly No.8.json,127,127,129,131,0.25,0.25,0.5,8.47,8.6,4.37,7.15
Chase's Piece of Folly No.9.json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
Chasing Daybreak.json,130,130,130,130,0.5,0.5,0.5,4.33,4.33,4.33,4.33
Chasm Cave.json,480,480,480,480,1,1,1,8.0,8.0,8.0,8.0
Checker Dance.json,160,160,160,160,0.25,0.25,0.25,10.67,10.67,10.67,10.67
Cheer Up.json,173,173,173,173,0.5,0.5,0.5,5.77,5.77,5.77,5.77
Chemical Plant Zone.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Cheri Cheri Lady.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Chernobyl Vice City Los Santos 31 01 2021.json,140,140,140,140,0.375,0.375,0.375,6.22,6.22,6.22,6.22
Cherokee.json,165,165,165,165,0.25,0.25,0.25,11.0,11.0,11.0,11.0
Cherry Ripe.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Chi Mai.json,88,88,88,88,0.5,0.5,0.5,2.93,2.93,2.93,2.93
Chieu Hom Ay.json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
Chikyuugi.json,206,206,206,206,0.5,0.5,0.5,6.87,6.87,6.87,6.87
Childhood ( Another Ver ).json,90,90,94,98,0.5,0.5,0.5,3.0,3.13,3.27,3.13
Childhood (Simple Ver.).json,90,90,94,98,0.5,0.5,0.5,3.0,3.13,3.27,3.13
Childhood Memories.json,64,64,64,64,0.5,0.5,0.5,2.13,2.13,2.13,2.13
Childhood Memory.json,100,100,100,100,0.5,0.5,0.5,3.33,3.33,3.33,3.33
Childhood.json,90,90,94,98,0.25,0.25,0.25,6.0,6.27,6.53,6.27
Children.json,68,68,68,68,0.25,0.25,0.25,4.53,4.53,4.53,4.53
Children's Corner L.113 No.4 (The Snow is Dancing).json,378,378,378,378,0.75,0.75,0.75,8.4,8.4,8.4,8.4
Children's Corner L.113 No.6 (Golliwog's Cakewalk).json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Chilly Waters.json,522,522,522,522,0.75,0.75,0.75,11.6,11.6,11.6,11.6
Chilly Willy & Chilli Billi.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
China 2.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
China Gates.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
China-X.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Chinese Countdown.json,175,175,175,175,0.5,0.5,0.5,5.83,5.83,5.83,5.83
Chinese National Anthemn.json,150,150,150,150,0.375,0.375,0.375,6.67,6.67,6.67,6.67
Chinese New Year Theme.json,96,96,96,96,0.25,0.25,0.25,6.4,6.4,6.4,6.4
Chirp.json,163,163,163,163,0.375,0.375,0.375,7.24,7.24,7.24,7.24
Chistiy List.json,210,210,210,210,0.5,0.5,0.5,7.0,7.0,7.0,7.0
Chlorine.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Choco Mountain.json,300,300,300,300,0.5,0.5,0.5,10.0,10.0,10.0,10.0
Choose Your Seed.json,110,110,110,110,0.25,0.25,0.25,7.33,7.33,7.33,7.33
Chopin 1.json,42,42,42,42,0.25,0.25,0.25,2.8,2.8,2.8,2.8
Chopin 2.json,210,210,210,210,0.75,0.75,0.25,4.67,4.67,14.0,7.78
Chopin 3.json,1,1,1,1,0.75,0.75,0.75,0.02,0.02,0.02,0.02
Chopin_Liszt 1.json,1,1,1,1,0.5,0.5,0.25,0.03,0.03,0.07,0.04
Chopin_Liszt 2.json,1,1,1,1,0.75,0.75,0.75,0.02,0.02,0.02,0.02
Chopin's Challenge.json,1,1,1,1,0.5,0.5,0.25,0.03,0.03,0.07,0.04
