Id,Mid,BPM,,Ratio,MusicJson,Musician,Acceleration,AniID,BridgeAniID
25401,100254,360,0.5,720.0,128.2 TPS Glitched Death Sound,12.0 TPS (12.0 / 12.0 / 12.0),,,
25402,100254,360,0.5,720.0,128.2 TPS Glitched Death Sound,,,,
25403,100254,360,0.5,720.0,128.2 TPS Glitched Death Sound,,,,
25501,100255,19960903,0.25,79843612.0,150 TPS Sunny Afternoon,1330726.87 TPS (1330726.87 / 1330726.87 / 1330726.87),,,
25502,100255,19960903,0.25,79843612.0,150 TPS Sunny Afternoon,,,,
25503,100255,19960903,0.25,79843612.0,150 TPS Sunny Afternoon,,,,
25601,100256,2700,0.25,10800.0,180 TPS Song,180.0 TPS (180.0 / 180.0 / 180.0),,,
25602,100256,2700,0.25,10800.0,180 TPS Song,,,,
25603,100256,2700,0.25,10800.0,180 TPS Song,,,,
25701,100257,810,0.75,1080.0,190tps The Empress,18.0 TPS (18.0 / 18.0 / 18.0),,,
25702,100257,810,0.75,1080.0,190tps The Empress,,,,
25703,100257,810,0.75,1080.0,190tps The Empress,,,,
25801,100258,5,0.25,20.0,250-500-1000 TPS Love Love Love,0.33 TPS (0.33 / 0.33 / 0.33),,,
25802,100258,5,0.25,20.0,250-500-1000 TPS Love Love Love,,,,
25803,100258,5,0.25,20.0,250-500-1000 TPS Love Love Love,,,,
25901,100259,35,0.25,140.0,500 TPS,2.33 TPS (2.33 / 2.33 / 2.33),,,
25902,100259,35,0.25,140.0,500 TPS,,,,
25903,100259,35,0.25,140.0,500 TPS,,,,
26001,100260,90,0.5,180.0,545 Long Tile,3.17 TPS (3.0 / 3.17 / 3.33),,,
26002,100260,90,0.5,180.0,545 Long Tile,,,,
26003,100260,90,0.5,180.0,545 Long Tile,,,,
26101,100261,91,0.25,364.0,591K Combo Tile,6.07 TPS (6.07 / 6.07 / 6.07),,,
26102,100261,91,0.25,364.0,591K Combo Tile,,,,
26103,100261,91,0.25,364.0,591K Combo Tile,,,,
26201,100262,153,0.5,306.0,600 TPS Strange Sound 2,5.1 TPS (5.1 / 5.1 / 5.1),,,
26202,100262,153,0.5,306.0,600 TPS Strange Sound 2,,,,
26203,100262,153,0.5,306.0,600 TPS Strange Sound 2,,,,
26301,100263,5,0.5,10.0,600 TPS Strange Sound 4,0.17 TPS (0.17 / 0.17 / 0.17),,,
26302,100263,5,0.5,10.0,600 TPS Strange Sound 4,,,,
26303,100263,5,0.5,10.0,600 TPS Strange Sound 4,,,,
26401,100264,91,0.25,364.0,763's Combo Tiles,6.07 TPS (6.07 / 6.07 / 6.07),,,
26402,100264,91,0.25,364.0,763's Combo Tiles,,,,
26403,100264,91,0.25,364.0,763's Combo Tiles,,,,
26501,100265,85,0.25,340.0,763Challange 1,5.67 TPS (5.67 / 5.67 / 5.67),,,
26502,100265,85,0.25,340.0,763Challange 1,,,,
26503,100265,85,0.25,340.0,763Challange 1,,,,
26601,100266,180,0.5,360.0,763Challange 2,6.0 TPS (6.0 / 6.0 / 6.0),,,
26602,100266,180,0.5,360.0,763Challange 2,,,,
26603,100266,180,0.5,360.0,763Challange 2,,,,
26701,100267,120,0.5,240.0,763Challange 3,4.0 TPS (4.0 / 4.0 / 4.0),,,
26702,100267,120,0.5,240.0,763Challange 3,,,,
26703,100267,120,0.5,240.0,763Challange 3,,,,
26801,100268,180,0.25,720.0,763Challange 4,12.0 TPS (12.0 / 12.0 / 12.0),,,
26802,100268,180,0.25,720.0,763Challange 4,,,,
26803,100268,180,0.25,720.0,763Challange 4,,,,
26901,100269,90,0.25,360.0,763Challange 5,6.0 TPS (6.0 / 6.0 / 6.0),,,
26902,100269,90,0.25,360.0,763Challange 5,,,,
26903,100269,90,0.25,360.0,763Challange 5,,,,
27001,100270,180,0.25,720.0,763Challange 6,12.0 TPS (12.0 / 12.0 / 12.0),,,
27002,100270,180,0.25,720.0,763Challange 6,,,,
27003,100270,180,0.25,720.0,763Challange 6,,,,
27101,100271,180,0.25,720.0,763Challange 8,12.0 TPS (12.0 / 12.0 / 12.0),,,
27102,100271,180,0.25,720.0,763Challange 8,,,,
27103,100271,180,0.25,720.0,763Challange 8,,,,
27201,100272,100,0.5,200.0,763Challenge 7,3.33 TPS (3.33 / 3.33 / 3.33),,,
27202,100272,100,0.5,200.0,763Challenge 7,,,,
27203,100272,100,0.5,200.0,763Challenge 7,,,,
27301,100273,960,0.25,3840.0,763Challenge 8,64.0 TPS (64.0 / 64.0 / 64.0),,,
27302,100273,960,0.25,3840.0,763Challenge 8,,,,
27303,100273,960,0.25,3840.0,763Challenge 8,,,,
27401,100274,100,0.25,400.0,763Challenge 10,6.67 TPS (6.67 / 6.67 / 6.67),,,
27402,100274,100,0.25,400.0,763Challenge 10,,,,
27403,100274,100,0.25,400.0,763Challenge 10,,,,
27501,100275,126,0.25,504.0,763Challenge 11 (Fast Rising Slider),8.4 TPS (8.4 / 8.4 / 8.4),,,
27502,100275,126,0.25,504.0,763Challenge 11 (Fast Rising Slider),,,,
27503,100275,126,0.25,504.0,763Challenge 11 (Fast Rising Slider),,,,
27601,100276,100,0.25,400.0,763Challenge 12,6.67 TPS (6.67 / 6.67 / 6.67),,,
27602,100276,100,0.25,400.0,763Challenge 12,,,,
27603,100276,100,0.25,400.0,763Challenge 12,,,,
27701,100277,75,0.5,150.0,763Challenge 13,2.5 TPS (2.5 / 2.5 / 2.5),,,
27702,100277,75,0.5,150.0,763Challenge 13,,,,
27703,100277,75,0.5,150.0,763Challenge 13,,,,
27801,100278,180,0.25,720.0,763Challenge 14,12.0 TPS (12.0 / 12.0 / 12.0),,,
27802,100278,180,0.25,720.0,763Challenge 14,,,,
27803,100278,180,0.25,720.0,763Challenge 14,,,,
27901,100279,180,0.25,720.0,763Challenge 15,12.0 TPS (12.0 / 12.0 / 12.0),,,
27902,100279,180,0.25,720.0,763Challenge 15,,,,
27903,100279,180,0.25,720.0,763Challenge 15,,,,
28001,100280,100,0.25,400.0,763Challenge 16,6.67 TPS (6.67 / 6.67 / 6.67),,,
28002,100280,100,0.25,400.0,763Challenge 16,,,,
28003,100280,100,0.25,400.0,763Challenge 16,,,,
28101,100281,120,0.25,480.0,763Challenge 17,8.0 TPS (8.0 / 8.0 / 8.0),,,
28102,100281,120,0.25,480.0,763Challenge 17,,,,
28103,100281,120,0.25,480.0,763Challenge 17,,,,
28201,100282,83,0.25,332.0,1000 TPS Double Tiles,5.31 TPS (5.53 / 5.2 / 5.2),,,
28202,100282,83,0.25,332.0,1000 TPS Double Tiles,,,,
28203,100282,83,0.25,332.0,1000 TPS Double Tiles,,,,
28301,100283,90,0.5,180.0,1000 TPS Single Tiles,3.17 TPS (3.0 / 3.17 / 3.33),,,
28302,100283,90,0.5,180.0,1000 TPS Single Tiles,,,,
28303,100283,90,0.5,180.0,1000 TPS Single Tiles,,,,
28401,100284,1,0.0625,16.0,1000 Years Long Song,0.27 TPS (0.27 / 0.27 / 0.27),,,
28402,100284,1,0.0625,16.0,1000 Years Long Song,,,,
28403,100284,1,0.0625,16.0,1000 Years Long Song,,,,
28501,100285,1000,0.5,2000.0,1000,33.33 TPS (33.33 / 33.33 / 33.33),,,
28502,100285,1000,0.5,2000.0,1000,,,,
28503,100285,1000,0.5,2000.0,1000,,,,
28601,100286,114,0.5,228.0,1000%,3.93 TPS (3.8 / 3.93 / 4.07),,,
28602,100286,114,0.5,228.0,1000%,,,,
28603,100286,114,0.5,228.0,1000%,,,,
28701,100287,140,0.25,560.0,1200 TPS Hungarian Dance No.18,9.33 TPS (9.33 / 9.33 / 9.33),,,
28702,100287,140,0.25,560.0,1200 TPS Hungarian Dance No.18,,,,
28703,100287,140,0.25,560.0,1200 TPS Hungarian Dance No.18,,,,
28801,100288,432,0.75,576.0,1812 Overture Op.49,9.6 TPS (9.6 / 9.6 / 9.6),,,
28802,100288,432,0.75,576.0,1812 Overture Op.49,,,,
28803,100288,432,0.75,576.0,1812 Overture Op.49,,,,
28901,100289,432,0.75,576.0,1812 Overture,9.6 TPS (9.6 / 9.6 / 9.6),,,
28902,100289,432,0.75,576.0,1812 Overture,,,,
28903,100289,432,0.75,576.0,1812 Overture,,,,
29001,100290,172,0.5,344.0,1981,2.08 TPS (2.08 / 2.08 / 2.08),,,
29002,100290,172,0.5,344.0,1981,,,,
29003,100290,172,0.5,344.0,1981,,,,
29101,100291,135,0.25,540.0,2000 TPS Carmen Overture,9.0 TPS (9.0 / 9.0 / 9.0),,,
29102,100291,135,0.25,540.0,2000 TPS Carmen Overture,,,,
29103,100291,135,0.25,540.0,2000 TPS Carmen Overture,,,,
29201,100292,110,0.25,440.0,2000 TPS Freedom Dive,7.33 TPS (7.33 / 7.33 / 7.33),,,
29202,100292,110,0.25,440.0,2000 TPS Freedom Dive,,,,
29203,100292,110,0.25,440.0,2000 TPS Freedom Dive,,,,
29301,100293,280,0.5,560.0,2000 TPS Hungarian Rhapsody No.2,9.44 TPS (9.33 / 9.0 / 10.0),,,
29302,100293,280,0.5,560.0,2000 TPS Hungarian Rhapsody No.2,,,,
29303,100293,280,0.5,560.0,2000 TPS Hungarian Rhapsody No.2,,,,
29401,100294,91,0.25,364.0,2000 TPS MATHIAS777,6.07 TPS (6.07 / 6.07 / 6.07),,,
29402,100294,91,0.25,364.0,2000 TPS MATHIAS777,,,,
29403,100294,91,0.25,364.0,2000 TPS MATHIAS777,,,,
29501,100295,91,0.25,364.0,2000 TPS Turkish March,6.07 TPS (6.07 / 6.07 / 6.07),,,
29502,100295,91,0.25,364.0,2000 TPS Turkish March,,,,
29503,100295,91,0.25,364.0,2000 TPS Turkish March,,,,
29601,100296,150,0.375,400.0,5000 TPS A MC Drive for MediaGelatinLostZoneMaker937 30012021,6.67 TPS (6.67 / 6.67 / 6.67),,,
29602,100296,150,0.375,400.0,5000 TPS A MC Drive for MediaGelatinLostZoneMaker937 30012021,,,,
29603,100296,150,0.375,400.0,5000 TPS A MC Drive for MediaGelatinLostZoneMaker937 30012021,,,,
29701,100297,85,0.25,340.0,8120 Combo tile,5.67 TPS (5.67 / 5.67 / 5.67),,,
29702,100297,85,0.25,340.0,8120 Combo tile,,,,
29703,100297,85,0.25,340.0,8120 Combo tile,,,,
29801,100298,120,0.25,480.0,9000 Doubles,8.0 TPS (8.0 / 8.0 / 8.0),,,
29802,100298,120,0.25,480.0,9000 Doubles,,,,
29803,100298,120,0.25,480.0,9000 Doubles,,,,
29901,100299,120,0.25,480.0,10000 Reasons,8.0 TPS (8.0 / 8.0 / 8.0),,,
29902,100299,120,0.25,480.0,10000 Reasons,,,,
29903,100299,120,0.25,480.0,10000 Reasons,,,,
30001,100300,60,0.25,240.0,65536 Notes,4.0 TPS (4.0 / 4.0 / 4.0),,,
30002,100300,60,0.25,240.0,65536 Notes,,,,
30003,100300,60,0.25,240.0,65536 Notes,,,,
30101,100301,1,0.25,4.0,100000 TPS,0.07 TPS (0.07 / 0.07 / 0.07),,,
30102,100301,1,0.25,4.0,100000 TPS,,,,
30103,100301,1,0.25,4.0,100000 TPS,,,,
30201,100302,75,0.25,300.0,678678,5.07 TPS (5.0 / 5.07 / 5.13),,,
30202,100302,75,0.25,300.0,678678,,,,
30203,100302,75,0.25,300.0,678678,,,,
30301,100303,120,0.75,160.0,1000000 Scarlet Roses,2.67 TPS (2.67 / 2.67 / 2.67),,,
30302,100303,120,0.75,160.0,1000000 Scarlet Roses,,,,
30303,100303,120,0.75,160.0,1000000 Scarlet Roses,,,,
30401,100304,35,0.25,140.0,1000000 TPS,2.33 TPS (2.33 / 2.33 / 2.33),,,
30402,100304,35,0.25,140.0,1000000 TPS,,,,
30403,100304,35,0.25,140.0,1000000 TPS,,,,
30501,100305,35,0.25,140.0,1000000000 TPS,2.33 TPS (2.33 / 2.33 / 2.33),,,
30502,100305,35,0.25,140.0,1000000000 TPS,,,,
30503,100305,35,0.25,140.0,1000000000 TPS,,,,
30601,100306,35,0.25,140.0,1000000000000 TPS,2.33 TPS (2.33 / 2.33 / 2.33),,,
30602,100306,35,0.25,140.0,1000000000000 TPS,,,,
30603,100306,35,0.25,140.0,1000000000000 TPS,,,,
30701,100307,35,0.25,140.0,1000000000000000 TPS,2.33 TPS (2.33 / 2.33 / 2.33),,,
30702,100307,35,0.25,140.0,1000000000000000 TPS,,,,
30703,100307,35,0.25,140.0,1000000000000000 TPS,,,,
30801,100308,90,0.25,360.0,A boring Song no.2,6.33 TPS (6.0 / 6.33 / 6.67),,,
30802,100308,90,0.25,360.0,A boring Song no.2,,,,
30803,100308,90,0.25,360.0,A boring Song no.2,,,,
30901,100309,90,0.25,360.0,A boring song no.3,6.33 TPS (6.0 / 6.33 / 6.67),,,
30902,100309,90,0.25,360.0,A boring song no.3,,,,
30903,100309,90,0.25,360.0,A boring song no.3,,,,
31001,100310,91,0.25,364.0,A boring song no.4,6.07 TPS (6.07 / 6.07 / 6.07),,,
31002,100310,91,0.25,364.0,A boring song no.4,,,,
31003,100310,91,0.25,364.0,A boring song no.4,,,,
31101,100311,270,0.25,1080.0,A boring song no.6,18.0 TPS (18.0 / 18.0 / 18.0),,,
31102,100311,270,0.25,1080.0,A boring song no.6,,,,
31103,100311,270,0.25,1080.0,A boring song no.6,,,,
31201,100312,80,0.25,320.0,A Breeze From Alabama,5.6 TPS (5.33 / 5.6 / 5.87),,,
31202,100312,80,0.25,320.0,A Breeze From Alabama,,,,
31203,100312,80,0.25,320.0,A Breeze From Alabama,,,,
31301,100313,175,0.5,350.0,A Car A Torch A Death,5.83 TPS (5.83 / 5.83 / 5.83),,,
31302,100313,175,0.5,350.0,A Car A Torch A Death,,,,
31303,100313,175,0.5,350.0,A Car A Torch A Death,,,,
31401,100314,208,0.5,416.0,A city moved by time (Another ver.),6.93 TPS (6.93 / 6.93 / 6.93),,,
31402,100314,208,0.5,416.0,A city moved by time (Another ver.),,,,
31403,100314,208,0.5,416.0,A city moved by time (Another ver.),,,,
31501,100315,85,0.25,340.0,A Cloudy Sunday,5.8 TPS (5.67 / 5.8 / 5.93),,,
31502,100315,85,0.25,340.0,A Cloudy Sunday,,,,
31503,100315,85,0.25,340.0,A Cloudy Sunday,,,,
31601,100316,100,0.25,400.0,A Comme Amour,7.0 TPS (6.67 / 7.0 / 7.33),,,
31602,100316,100,0.25,400.0,A Comme Amour,,,,
31603,100316,100,0.25,400.0,A Comme Amour,,,,
31701,100317,160,0.5,320.0,A Concert Waltz,5.6 TPS (5.33 / 5.6 / 5.87),,,
31702,100317,160,0.5,320.0,A Concert Waltz,,,,
31703,100317,160,0.5,320.0,A Concert Waltz,,,,
31801,100318,390,0.75,520.0,A Cruel Angel's Thesis,8.67 TPS (8.67 / 8.67 / 8.67),,,
31802,100318,390,0.75,520.0,A Cruel Angel's Thesis,,,,
31803,100318,390,0.75,520.0,A Cruel Angel's Thesis,,,,
31901,100319,124,0.5,248.0,A cyber's world,4.13 TPS (4.13 / 4.13 / 4.13),,,
31902,100319,124,0.5,248.0,A cyber's world,,,,
31903,100319,124,0.5,248.0,A cyber's world,,,,
32001,100320,139.5,0.75,186.0,A Day of Beginnings,3.1 TPS (3.1 / 3.1 / 3.1),,,
32002,100320,139.5,0.75,186.0,A Day of Beginnings,,,,
32003,100320,139.5,0.75,186.0,A Day of Beginnings,,,,
32101,100321,150,0.5,300.0,A Dream Transcending Space-Time,5.0 TPS (5.0 / 5.0 / 5.0),,,
32102,100321,150,0.5,300.0,A Dream Transcending Space-Time,,,,
32103,100321,150,0.5,300.0,A Dream Transcending Space-Time,,,,
32201,100322,154.5,0.5,309.0,A Flower Studded Sake Dish on Mt Ooe,5.15 TPS (5.15 / 5.15 / 5.15),,,
32202,100322,154.5,0.5,309.0,A Flower Studded Sake Dish on Mt Ooe,,,,
32203,100322,154.5,0.5,309.0,A Flower Studded Sake Dish on Mt Ooe,,,,
32301,100323,438,0.75,584.0,A Fun Exploration,9.73 TPS (9.73 / 9.73 / 9.73),,,
32302,100323,438,0.75,584.0,A Fun Exploration,,,,
32303,100323,438,0.75,584.0,A Fun Exploration,,,,
32401,100324,129,0.25,516.0,A Girl Like Me,8.93 TPS (8.6 / 8.93 / 9.27),,,
32402,100324,129,0.25,516.0,A Girl Like Me,,,,
32403,100324,129,0.25,516.0,A Girl Like Me,,,,
32501,100325,189,0.375,504.0,A Horse With No Name,8.4 TPS (8.4 / 8.4 / 8.4),,,
32502,100325,189,0.375,504.0,A Horse With No Name,,,,
32503,100325,189,0.375,504.0,A Horse With No Name,,,,
32601,100326,63,0.25,252.0,A Kind of Magic,4.2 TPS (4.2 / 4.2 / 4.2),,,
32602,100326,63,0.25,252.0,A Kind of Magic,,,,
32603,100326,63,0.25,252.0,A Kind of Magic,,,,
32701,100327,100,0.5,200.0,A La Claire Fontaine,3.33 TPS (3.33 / 3.33 / 3.33),,,
32702,100327,100,0.5,200.0,A La Claire Fontaine,,,,
32703,100327,100,0.5,200.0,A La Claire Fontaine,,,,
32801,100328,102,0.25,408.0,A la Filipiniana BEEPY,6.8 TPS (6.8 / 6.8 / 6.8),,,
32802,100328,102,0.25,408.0,A la Filipiniana BEEPY,,,,
32803,100328,102,0.25,408.0,A la Filipiniana BEEPY,,,,
32901,100329,102,0.25,408.0,A la Filipiniana,6.8 TPS (6.8 / 6.8 / 6.8),,,
32902,100329,102,0.25,408.0,A la Filipiniana,,,,
32903,100329,102,0.25,408.0,A la Filipiniana,,,,
33001,100330,79,0.5,158.0,A Letter,2.63 TPS (2.63 / 2.63 / 2.63),,,
33002,100330,79,0.5,158.0,A Letter,,,,
33003,100330,79,0.5,158.0,A Letter,,,,
33101,100331,160.5,0.5,321.0,A Maiden's Illusionary Funeral,5.35 TPS (5.35 / 5.35 / 5.35),,,
33102,100331,160.5,0.5,321.0,A Maiden's Illusionary Funeral,,,,
33103,100331,160.5,0.5,321.0,A Maiden's Illusionary Funeral,,,,
33201,100332,150,0.375,400.0,A MC Drive for MediaGelatinLostZoneMaker937 30012021,6.67 TPS (6.67 / 6.67 / 6.67),,,
33202,100332,150,0.375,400.0,A MC Drive for MediaGelatinLostZoneMaker937 30012021,,,,
33203,100332,150,0.375,400.0,A MC Drive for MediaGelatinLostZoneMaker937 30012021,,,,
33301,100333,150,0.375,400.0,A MC Drive for piano tile mod the BFDI Fan,6.67 TPS (6.67 / 6.67 / 6.67),,,
33302,100333,150,0.375,400.0,A MC Drive for piano tile mod the BFDI Fan,,,,
33303,100333,150,0.375,400.0,A MC Drive for piano tile mod the BFDI Fan,,,,
33401,100334,157.5,0.375,420.0,A MC Drive From PT2 & 763Mod Gamer Fan & PT2 Maker,7.0 TPS (7.0 / 7.0 / 7.0),,,
33402,100334,157.5,0.375,420.0,A MC Drive From PT2 & 763Mod Gamer Fan & PT2 Maker,,,,
33403,100334,157.5,0.375,420.0,A MC Drive From PT2 & 763Mod Gamer Fan & PT2 Maker,,,,
33501,100335,360,0.75,480.0,A Message on the Wind,8.0 TPS (8.0 / 8.0 / 8.0),,,
33502,100335,360,0.75,480.0,A Message on the Wind,,,,
33503,100335,360,0.75,480.0,A Message on the Wind,,,,
33601,100336,93,0.25,372.0,A Midsummer Night's Dream,6.2 TPS (6.2 / 6.2 / 6.2),,,
33602,100336,93,0.25,372.0,A Midsummer Night's Dream,,,,
33603,100336,93,0.25,372.0,A Midsummer Night's Dream,,,,
33701,100337,342,0.75,456.0,A New World,7.6 TPS (7.6 / 7.6 / 7.6),,,
33702,100337,342,0.75,456.0,A New World,,,,
33703,100337,342,0.75,456.0,A New World,,,,
33801,100338,360,0.75,480.0,A Piece in B flat Major WoO 60,8.0 TPS (8.0 / 8.0 / 8.0),,,
33802,100338,360,0.75,480.0,A Piece in B flat Major WoO 60,,,,
33803,100338,360,0.75,480.0,A Piece in B flat Major WoO 60,,,,
33901,100339,324,0.75,432.0,A Piece in B Minor WoO 61,7.2 TPS (7.2 / 7.2 / 7.2),,,
33902,100339,324,0.75,432.0,A Piece in B Minor WoO 61,,,,
33903,100339,324,0.75,432.0,A Piece in B Minor WoO 61,,,,
34001,100340,189,0.75,252.0,A Piece in G Minor WoO 61a,4.23 TPS (4.2 / 4.23 / 4.27),,,
34002,100340,189,0.75,252.0,A Piece in G Minor WoO 61a,,,,
34003,100340,189,0.75,252.0,A Piece in G Minor WoO 61a,,,,
34101,100341,184,0.25,736.0,A Poké Radar Hit_,12.27 TPS (12.27 / 12.27 / 12.27),,,
34102,100341,184,0.25,736.0,A Poké Radar Hit_,,,,
34103,100341,184,0.25,736.0,A Poké Radar Hit_,,,,
34201,100342,140,0.5,280.0,A Real Slow Drag,4.93 TPS (4.67 / 4.93 / 5.2),,,
34202,100342,140,0.5,280.0,A Real Slow Drag,,,,
34203,100342,140,0.5,280.0,A Real Slow Drag,,,,
34301,100343,225,0.5,450.0,A Sacred Lot,7.5 TPS (7.5 / 7.5 / 7.5),,,
34302,100343,225,0.5,450.0,A Sacred Lot,,,,
34303,100343,225,0.5,450.0,A Sacred Lot,,,,
34401,100344,80,0.25,320.0,A Shared Dream(Instrumental),5.6 TPS (5.33 / 5.6 / 5.87),,,
34402,100344,80,0.25,320.0,A Shared Dream(Instrumental),,,,
34403,100344,80,0.25,320.0,A Shared Dream(Instrumental),,,,
34501,100345,120,0.5,240.0,A Sky Full of Stars,4.0 TPS (4.0 / 4.0 / 4.0),,,
34502,100345,120,0.5,240.0,A Sky Full of Stars,,,,
34503,100345,120,0.5,240.0,A Sky Full of Stars,,,,
34601,100346,152,0.25,608.0,A Surprise at the Lake,10.13 TPS (10.13 / 10.13 / 10.13),,,
34602,100346,152,0.25,608.0,A Surprise at the Lake,,,,
34603,100346,152,0.25,608.0,A Surprise at the Lake,,,,
34701,100347,194,0.25,776.0,A Tale Of Six Trillions Years And A Night,12.93 TPS (12.93 / 12.93 / 12.93),,,
34702,100347,194,0.25,776.0,A Tale Of Six Trillions Years And A Night,,,,
34703,100347,194,0.25,776.0,A Tale Of Six Trillions Years And A Night,,,,
34801,100348,100,0.5,200.0,A Tear,3.47 TPS (3.33 / 3.47 / 3.6),,,
34802,100348,100,0.5,200.0,A Tear,,,,
34803,100348,100,0.5,200.0,A Tear,,,,
34901,100349,86,0.25,344.0,A Tight Spot During Battle!,5.73 TPS (5.73 / 5.73 / 5.73),,,
34902,100349,86,0.25,344.0,A Tight Spot During Battle!,,,,
34903,100349,86,0.25,344.0,A Tight Spot During Battle!,,,,
35001,100350,170,0.5,340.0,A Tiny Tiny Clever Commander,5.67 TPS (5.67 / 5.67 / 5.67),,,
35002,100350,170,0.5,340.0,A Tiny Tiny Clever Commander,,,,
35003,100350,170,0.5,340.0,A Tiny Tiny Clever Commander,,,,
35101,100351,132,0.5,264.0,A Totally Different Rag,4.4 TPS (4.4 / 4.4 / 4.4),,,
35102,100351,132,0.5,264.0,A Totally Different Rag,,,,
35103,100351,132,0.5,264.0,A Totally Different Rag,,,,
35201,100352,140,0.5,280.0,A Town Called Hometown,4.67 TPS (4.67 / 4.67 / 4.67),,,
35202,100352,140,0.5,280.0,A Town Called Hometown,,,,
35203,100352,140,0.5,280.0,A Town Called Hometown,,,,
35301,100353,210,0.5,420.0,A Town With an Ocean View,7.0 TPS (7.0 / 7.0 / 7.0),,,
35302,100353,210,0.5,420.0,A Town With an Ocean View,,,,
35303,100353,210,0.5,420.0,A Town With an Ocean View,,,,
35401,100354,960,2,480.0,A Trick of a Dynamic Wind Op.8,8.0 TPS (8.0 / 8.0 / 8.0),,,
35402,100354,960,2,480.0,A Trick of a Dynamic Wind Op.8,,,,
35403,100354,960,2,480.0,A Trick of a Dynamic Wind Op.8,,,,
35501,100355,155,0.5,310.0,a tricky chinese's,5.3 TPS (5.17 / 5.3 / 5.43),,,
35502,100355,155,0.5,310.0,a tricky chinese's,,,,
35503,100355,155,0.5,310.0,a tricky chinese's,,,,
35601,100356,228,0.75,304.0,A Wish for Peace,5.07 TPS (5.07 / 5.07 / 5.07),,,
35602,100356,228,0.75,304.0,A Wish for Peace,,,,
35603,100356,228,0.75,304.0,A Wish for Peace,,,,
35701,100357,130,0.5,260.0,A World of Grey,4.33 TPS (4.33 / 4.33 / 4.33),,,
35702,100357,130,0.5,260.0,A World of Grey,,,,
35703,100357,130,0.5,260.0,A World of Grey,,,,
35801,100358,100,0.25,400.0,A-ing,7.0 TPS (6.67 / 7.0 / 7.33),,,
35802,100358,100,0.25,400.0,A-ing,,,,
35803,100358,100,0.25,400.0,A-ing,,,,
35901,100359,69,0.25,276.0,A-Roving,4.6 TPS (4.6 / 4.6 / 4.6),,,
35902,100359,69,0.25,276.0,A-Roving,,,,
35903,100359,69,0.25,276.0,A-Roving,,,,
36001,100360,85,0.25,340.0,Ab Irato (The Perfect Etude),5.8 TPS (5.67 / 5.8 / 5.93),,,
36002,100360,85,0.25,340.0,Ab Irato (The Perfect Etude),,,,
36003,100360,85,0.25,340.0,Ab Irato (The Perfect Etude),,,,
36101,100361,1,1,1.0,Ab irato S.143,0.02 TPS (0.02 / 0.02 / 0.02),,,
36102,100361,1,1,1.0,Ab irato S.143,,,,
36103,100361,1,1,1.0,Ab irato S.143,,,,
36201,100362,120,0.25,480.0,ABBA - I Still Have Faith In You,10.0 TPS (10.0 / 10.0 / 10.0),,,
36202,100362,120,0.25,480.0,ABBA - I Still Have Faith In You,,,,
36203,100362,120,0.25,480.0,ABBA - I Still Have Faith In You,,,,
36301,100363,70,0.5,140.0,Abinj,2.33 TPS (2.33 / 2.33 / 2.33),,,
36302,100363,70,0.5,140.0,Abinj,,,,
36303,100363,70,0.5,140.0,Abinj,,,,
36401,100364,240,0.75,320.0,Abschied (Russisches Volkslied) S.251,5.33 TPS (5.33 / 5.33 / 5.33),,,
36402,100364,240,0.75,320.0,Abschied (Russisches Volkslied) S.251,,,,
36403,100364,240,0.75,320.0,Abschied (Russisches Volkslied) S.251,,,,
36501,100365,66,0.375,176.0,Abschied,2.93 TPS (2.93 / 2.93 / 2.93),,,
36502,100365,66,0.375,176.0,Abschied,,,,
36503,100365,66,0.375,176.0,Abschied,,,,
36601,100366,450,1.5,300.0,Access,5.0 TPS (5.0 / 5.0 / 5.0),,,
36602,100366,450,1.5,300.0,Access,,,,
36603,100366,450,1.5,300.0,Access,,,,
36701,100367,120,1,120.0,Accompaniment Challenge,4.91 TPS (5.27 / 6.12 / 3.35),,,
36702,100367,120,1,120.0,Accompaniment Challenge,,,,
36703,100367,120,1,120.0,Accompaniment Challenge,,,,
36801,100368,300,1,300.0,Accompaniment tile,5.0 TPS (5.0 / 5.0 / 5.0),,,
36802,100368,300,1,300.0,Accompaniment tile,,,,
36803,100368,300,1,300.0,Accompaniment tile,,,,
36901,100369,110,0.25,440.0,Accumula Town (Furret Walk),7.33 TPS (7.33 / 7.33 / 7.33),,,
36902,100369,110,0.25,440.0,Accumula Town (Furret Walk),,,,
36903,100369,110,0.25,440.0,Accumula Town (Furret Walk),,,,
37001,100370,120,0.25,480.0,Accumula Town,8.0 TPS (8.0 / 8.0 / 8.0),,,
37002,100370,120,0.25,480.0,Accumula Town,,,,
37003,100370,120,0.25,480.0,Accumula Town,,,,
37101,100371,160,0.5,320.0,Across the Snow,5.33 TPS (5.33 / 5.33 / 5.33),,,
37102,100371,160,0.5,320.0,Across the Snow,,,,
37103,100371,160,0.5,320.0,Across the Snow,,,,
37201,100372,210,0.5,420.0,Addict With a Pen,7.0 TPS (7.0 / 7.0 / 7.0),,,
37202,100372,210,0.5,420.0,Addict With a Pen,,,,
37203,100372,210,0.5,420.0,Addict With a Pen,,,,
37301,100373,450,0.75,600.0,Adelaide Op.46,10.0 TPS (10.0 / 10.0 / 10.0),,,
37302,100373,450,0.75,600.0,Adelaide Op.46,,,,
37303,100373,450,0.75,600.0,Adelaide Op.46,,,,
