Id,Mid,Type,Lock,NeedLv,NeedGold,NeedRV,NeedDiamond,Musiclevel,RewarID,LocalMusicVer,Recommend,MusicCard,FavoriteRate,Playmark,Stylelabel,Fallingrate,TID,,GoldenSong,MusicTime,HomeOrder,VipMusicVersion,ProduceId,card_selection,FeatureDateRange
1162,101162,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1162,,,,
1163,101163,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1163,,,,
1164,101164,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1164,,,,
1165,101165,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1165,,,,
1166,101166,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1166,,,,
1167,101167,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1167,,,,
1168,101168,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1168,,,,
1169,101169,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1169,,,,
1170,101170,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1170,,,,
1171,101171,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1171,,,,
1172,101172,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1172,,,,
1173,101173,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1173,,,,
1174,101174,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1174,,,,
1175,101175,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1175,,,,
1176,101176,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1176,,,,
1177,101177,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1177,,,,
1178,101178,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1178,,,,
1179,101179,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1179,,,,
1180,101180,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1180,,,,
1181,101181,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1181,,,,
1182,101182,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1182,,,,
1183,101183,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1183,,,,
1184,101184,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1184,,,,
1185,101185,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1185,,,,
1186,101186,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1186,,,,
1187,101187,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1187,,,,
1188,101188,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1188,,,,
1189,101189,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1189,,,,
1190,101190,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1190,,,,
1191,101191,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1191,,,,
1192,101192,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1192,,,,
1193,101193,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1193,,,,
1194,101194,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1194,,,,
1195,101195,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1195,,,,
1196,101196,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1196,,,,
1197,101197,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1197,,,,
1198,101198,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1198,,,,
1199,101199,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1199,,,,
1200,101200,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1200,,,,
1201,101201,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1201,,,,
1202,101202,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1202,,,,
1203,101203,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1203,,,,
1204,101204,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1204,,,,
1205,101205,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1205,,,,
1206,101206,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1206,,,,
1207,101207,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1207,,,,
1208,101208,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1208,,,,
1209,101209,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1209,,,,
1210,101210,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1210,,,,
1211,101211,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1211,,,,
1212,101212,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1212,,,,
1213,101213,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1213,,,,
1214,101214,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1214,,,,
1215,101215,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1215,,,,
1216,101216,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1216,,,,
1217,101217,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1217,,,,
1218,101218,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1218,,,,
1219,101219,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1219,,,,
1220,101220,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1220,,,,
1221,101221,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,1221,,,,
1222,101222,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1222,,,,
1223,101223,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1223,,,,
1224,101224,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1224,,,,
1225,101225,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1225,,,,
1226,101226,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1226,,,,
1227,101227,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1227,,,,
1228,101228,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1228,,,,
1229,101229,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1229,,,,
1230,101230,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1230,,,,
1231,101231,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1231,,,,
1232,101232,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1232,,,,
1233,101233,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1233,,,,
1234,101234,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1234,,,,
1235,101235,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1235,,,,
1236,101236,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1236,,,,
1237,101237,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,1237,,,,
1238,101238,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1238,,,,
1239,101239,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1239,,,,
1240,101240,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1240,,,,
1241,101241,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1241,,,,
1242,101242,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1242,,,,
1243,101243,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1243,,,,
1244,101244,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1244,,,,
1245,101245,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1245,,,,
1246,101246,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1246,,,,
1247,101247,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1247,,,,
1248,101248,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1248,,,,
1249,101249,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1249,,,,
1250,101250,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1250,,,,
1251,101251,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1251,,,,
1252,101252,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1252,,,,
1253,101253,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1253,,,,
1254,101254,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1254,,,,
1255,101255,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1255,,,,
1256,101256,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1256,,,,
1257,101257,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1257,,,,
1258,101258,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1258,,,,
1259,101259,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1259,,,,
1260,101260,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1260,,,,
1261,101261,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1261,,,,
1262,101262,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1262,,,,
1263,101263,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1263,,,,
1264,101264,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1264,,,,
1265,101265,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1265,,,,
1266,101266,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1266,,,,
1267,101267,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1267,,,,
1268,101268,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1268,,,,
1269,101269,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1269,,,,
1270,101270,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1270,,,,
1271,101271,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,1271,,,,
1272,101272,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1272,,,,
1273,101273,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1273,,,,
1274,101274,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,1274,,,,
1275,101275,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1275,,,,
1276,101276,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1276,,,,
1277,101277,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1277,,,,
1278,101278,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1278,,,,
1279,101279,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1279,,,,
1280,101280,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1280,,,,
1281,101281,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1281,,,,
1282,101282,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1282,,,,
1283,101283,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1283,,,,
1284,101284,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1284,,,,
1285,101285,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1285,,,,
1286,101286,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1286,,,,
1287,101287,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1287,,,,
1288,101288,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1288,,,,
1289,101289,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1289,,,,
1290,101290,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1290,,,,
1291,101291,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1291,,,,
1292,101292,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1292,,,,
1293,101293,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1293,,,,
1294,101294,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1294,,,,
1295,101295,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1295,,,,
1296,101296,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1296,,,,
1297,101297,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1297,,,,
1298,101298,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1298,,,,
1299,101299,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1299,,,,
1300,101300,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1300,,,,
1301,101301,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1301,,,,
1302,101302,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1302,,,,
1303,101303,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1303,,,,
1304,101304,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1304,,,,
1305,101305,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1305,,,,
1306,101306,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1306,,,,
1307,101307,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1307,,,,
1308,101308,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1308,,,,
1309,101309,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1309,,,,
1310,101310,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1310,,,,
1311,101311,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1311,,,,
1312,101312,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1312,,,,
1313,101313,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1313,,,,
1314,101314,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1314,,,,
1315,101315,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1315,,,,
1316,101316,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1316,,,,
1317,101317,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1317,,,,
1318,101318,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1318,,,,
1319,101319,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1319,,,,
1320,101320,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1320,,,,
1321,101321,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1321,,,,
1322,101322,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1322,,,,
1323,101323,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1323,,,,
1324,101324,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1324,,,,
1325,101325,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1325,,,,
1326,101326,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1326,,,,
1327,101327,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1327,,,,
1328,101328,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1328,,,,
1329,101329,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1329,,,,
1330,101330,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1330,,,,
1331,101331,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1331,,,,
1332,101332,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1332,,,,
1333,101333,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1333,,,,
1334,101334,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1334,,,,
1335,101335,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1335,,,,
1336,101336,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1336,,,,
1337,101337,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1337,,,,
1338,101338,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1338,,,,
1339,101339,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1339,,,,
1340,101340,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1340,,,,
1341,101341,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1341,,,,
1342,101342,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1342,,,,
1343,101343,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1343,,,,
1344,101344,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1344,,,,
1345,101345,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1345,,,,
1346,101346,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1346,,,,
1347,101347,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1347,,,,
1348,101348,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,1348,,,,
1349,101349,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1349,,,,
1350,101350,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1350,,,,
1351,101351,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1351,,,,
1352,101352,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1352,,,,
1353,101353,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1353,,,,
1354,101354,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1354,,,,
1355,101355,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1355,,,,
1356,101356,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1356,,,,
1357,101357,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1357,,,,
1358,101358,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1358,,,,
1359,101359,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1359,,,,
1360,101360,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,1360,,,,
1361,101361,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,1361,,,,
1362,101362,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,1362,,,,
1363,101363,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,1363,,,,
1364,101364,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1364,,,,
1365,101365,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1365,,,,
1366,101366,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1366,,,,
1367,101367,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1367,,,,
1368,101368,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1368,,,,
1369,101369,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1369,,,,
1370,101370,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1370,,,,
1371,101371,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1371,,,,
1372,101372,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1372,,,,
1373,101373,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1373,,,,
1374,101374,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1374,,,,
1375,101375,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1375,,,,
1376,101376,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1376,,,,
1377,101377,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1377,,,,
1378,101378,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1378,,,,
1379,101379,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1379,,,,
1380,101380,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1380,,,,
1381,101381,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1381,,,,
1382,101382,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1382,,,,
1383,101383,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1383,,,,
1384,101384,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1384,,,,
1385,101385,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1385,,,,
1386,101386,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1386,,,,
1387,101387,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1387,,,,
1388,101388,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1388,,,,
1389,101389,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1389,,,,
1390,101390,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1390,,,,
1391,101391,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1391,,,,
1392,101392,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1392,,,,
1393,101393,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1393,,,,
1394,101394,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1394,,,,
1395,101395,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1395,,,,
1396,101396,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1396,,,,
1397,101397,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1397,,,,
1398,101398,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1398,,,,
1399,101399,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1399,,,,
1400,101400,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1400,,,,
1401,101401,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1401,,,,
1402,101402,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1402,,,,
1403,101403,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1403,,,,
1404,101404,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1404,,,,
1405,101405,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,1405,,,,
1406,101406,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1406,,,,
1407,101407,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1407,,,,
1408,101408,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1408,,,,
1409,101409,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1409,,,,
1410,101410,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,1410,,,,
1411,101411,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1411,,,,
1412,101412,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1412,,,,
1413,101413,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1413,,,,
1414,101414,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1414,,,,
1415,101415,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1415,,,,
1416,101416,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1416,,,,
1417,101417,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1417,,,,
1418,101418,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1418,,,,
1419,101419,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1419,,,,
1420,101420,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1420,,,,
1421,101421,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1421,,,,
1422,101422,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1422,,,,
1423,101423,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1423,,,,
1424,101424,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1424,,,,
1425,101425,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,1425,,,,
1426,101426,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1426,,,,
1427,101427,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1427,,,,
1428,101428,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,1428,,,,
1429,101429,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1429,,,,
1430,101430,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1430,,,,
1431,101431,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,1431,,,,
1432,101432,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1432,,,,
1433,101433,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1433,,,,
1434,101434,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1434,,,,
1435,101435,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1435,,,,
1436,101436,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,1436,,,,
1437,101437,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,1437,,,,
1438,101438,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,1438,,,,
1439,101439,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1439,,,,
1440,101440,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1440,,,,
1441,101441,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1441,,,,
1442,101442,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1442,,,,
1443,101443,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,1443,,,,
