,TID,English,Arabic,Chinese Simplified,Chinese Traditional,Dutch,Filipino,Finnish,French,German,Hindi,Indonesian,Italian,Korean,Japanese,Malay,Norwegian,Polish,Portuguese,Portuguese Brazil,Russian,Spanish,Swedish,Thai,Turkish (old),Turkish,Vietnamese
4733,Etude Op.8 No.5,Etude Op.8 No.5,,,,,,,,,,,,,,,,,,,,,,,,,
4734,6.4 TPS (6.4 / 6.4 / 6.4),6.4 TPS (6.4 / 6.4 / 6.4),,,,,,,,,,,,,,,,,,,,,,,,,
4735,Etude Op.8 No.6,Etude Op.8 No.6,,,,,,,,,,,,,,,,,,,,,,,,,
4736,6.6 TPS (6.6 / 6.6 / 6.6),6.6 TPS (6.6 / 6.6 / 6.6),,,,,,,,,,,,,,,,,,,,,,,,,
4737,Etude Op.8 No.11,Etude Op.8 No.11,,,,,,,,,,,,,,,,,,,,,,,,,
4738,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
4739,Etude Op.8 No.12,Etude Op.8 No.12,,,,,,,,,,,,,,,,,,,,,,,,,
4740,7.47 TPS (7.47 / 7.47 / 7.47),7.47 TPS (7.47 / 7.47 / 7.47),,,,,,,,,,,,,,,,,,,,,,,,,
4741,Etude Op.34 No.10,Etude Op.34 No.10,,,,,,,,,,,,,,,,,,,,,,,,,
4742,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
4743,Etude Op.35 No.1,Etude Op.35 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
4744,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4745,Etude Op.35 No.2,Etude Op.35 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
4746,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4747,Etude Op.35 No.3,Etude Op.35 No.3,,,,,,,,,,,,,,,,,,,,,,,,,
4748,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4749,Etude Op.35 No.4,Etude Op.35 No.4,,,,,,,,,,,,,,,,,,,,,,,,,
4750,5.57 TPS (5.57 / 5.57 / 5.57),5.57 TPS (5.57 / 5.57 / 5.57),,,,,,,,,,,,,,,,,,,,,,,,,
4751,Etude Op.35 No.5,Etude Op.35 No.5,,,,,,,,,,,,,,,,,,,,,,,,,
4752,2323232.3 TPS (2323232.3 / 2323232.3 / 2323232.3),2323232.3 TPS (2323232.3 / 2323232.3 / 2323232.3),,,,,,,,,,,,,,,,,,,,,,,,,
4753,Etude Op.35 No.6,Etude Op.35 No.6,,,,,,,,,,,,,,,,,,,,,,,,,
4754,10.6 TPS (10.6 / 10.6 / 10.6),10.6 TPS (10.6 / 10.6 / 10.6),,,,,,,,,,,,,,,,,,,,,,,,,
4755,Etude Op.35 No.7 (L'incendie au village voisin),Etude Op.35 No.7 (L'incendie au village voisin),,,,,,,,,,,,,,,,,,,,,,,,,
4756,8.8 TPS (8.8 / 8.8 / 8.8),8.8 TPS (8.8 / 8.8 / 8.8),,,,,,,,,,,,,,,,,,,,,,,,,
4757,Etude Op.35 No.8,Etude Op.35 No.8,,,,,,,,,,,,,,,,,,,,,,,,,
4758,7.47 TPS (7.47 / 7.47 / 7.47),7.47 TPS (7.47 / 7.47 / 7.47),,,,,,,,,,,,,,,,,,,,,,,,,
4759,Etude Op.35 No.9 (Contrapunctus),Etude Op.35 No.9 (Contrapunctus),,,,,,,,,,,,,,,,,,,,,,,,,
4760,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4761,Etude Op.35 No.10 (Chant d'amour-Chant de mort),Etude Op.35 No.10 (Chant d'amour-Chant de mort),,,,,,,,,,,,,,,,,,,,,,,,,
4762,10.67 TPS (10.67 / 10.67 / 10.67),10.67 TPS (10.67 / 10.67 / 10.67),,,,,,,,,,,,,,,,,,,,,,,,,
4763,Etude Op.35 No.11,Etude Op.35 No.11,,,,,,,,,,,,,,,,,,,,,,,,,
4764,9.6 TPS (9.6 / 9.6 / 9.6),9.6 TPS (9.6 / 9.6 / 9.6),,,,,,,,,,,,,,,,,,,,,,,,,
4765,Etude Op.35 No.12 (Technique des Octaves),Etude Op.35 No.12 (Technique des Octaves),,,,,,,,,,,,,,,,,,,,,,,,,
4766,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4767,Etude Op.37 No.29,Etude Op.37 No.29,,,,,,,,,,,,,,,,,,,,,,,,,
4768,5.6 TPS (5.33 / 5.6 / 5.87),5.6 TPS (5.33 / 5.6 / 5.87),,,,,,,,,,,,,,,,,,,,,,,,,
4769,Etude Op.39 No.1 (Comme le vent),Etude Op.39 No.1 (Comme le vent),,,,,,,,,,,,,,,,,,,,,,,,,
4770,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4771,Etude Op.39 No.1,Etude Op.39 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
4772,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4773,Etude Op.39 No.2 (En rhytme Molossique),Etude Op.39 No.2 (En rhytme Molossique),,,,,,,,,,,,,,,,,,,,,,,,,
4774,4.33 TPS (4.33 / 4.33 / 4.33),4.33 TPS (4.33 / 4.33 / 4.33),,,,,,,,,,,,,,,,,,,,,,,,,
4775,Etude Op.39 No.3 (Scherzo diabolico),Etude Op.39 No.3 (Scherzo diabolico),,,,,,,,,,,,,,,,,,,,,,,,,
4776,6.0 TPS (5.93 / 6.13 / 5.93),6.0 TPS (5.93 / 6.13 / 5.93),,,,,,,,,,,,,,,,,,,,,,,,,
4777,Etude Op.39 No.4 (Symphony for Solo Piano Mvt.1),Etude Op.39 No.4 (Symphony for Solo Piano Mvt.1),,,,,,,,,,,,,,,,,,,,,,,,,
4778,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
4779,Etude Op.39 No.5 (Symphony for Solo Piano Mvt.2),Etude Op.39 No.5 (Symphony for Solo Piano Mvt.2),,,,,,,,,,,,,,,,,,,,,,,,,
4780,5.87 TPS (5.87 / 5.87 / 5.87),5.87 TPS (5.87 / 5.87 / 5.87),,,,,,,,,,,,,,,,,,,,,,,,,
4781,Etude Op.39 No.6 (Symphony for Solo Piano Mvt.3),Etude Op.39 No.6 (Symphony for Solo Piano Mvt.3),,,,,,,,,,,,,,,,,,,,,,,,,
4782,6.6 TPS (6.6 / 6.6 / 6.6),6.6 TPS (6.6 / 6.6 / 6.6),,,,,,,,,,,,,,,,,,,,,,,,,
4783,Etude Op.39 No.7 (Symphony for Solo Piano Mvt.4),Etude Op.39 No.7 (Symphony for Solo Piano Mvt.4),,,,,,,,,,,,,,,,,,,,,,,,,
4784,2.3 TPS (2.3 / 2.3 / 2.3),2.3 TPS (2.3 / 2.3 / 2.3),,,,,,,,,,,,,,,,,,,,,,,,,
4785,Etude Op.39 No.7,Etude Op.39 No.7,,,,,,,,,,,,,,,,,,,,,,,,,
4786,665020.63 TPS (665020.63 / 665020.63 / 665020.63),665020.63 TPS (665020.63 / 665020.63 / 665020.63),,,,,,,,,,,,,,,,,,,,,,,,,
4787,Etude Op.39 No.8 (Concerto for Solo Piano Mvt.1),Etude Op.39 No.8 (Concerto for Solo Piano Mvt.1),,,,,,,,,,,,,,,,,,,,,,,,,
4788,10.67 TPS (10.67 / 10.67 / 10.67),10.67 TPS (10.67 / 10.67 / 10.67),,,,,,,,,,,,,,,,,,,,,,,,,
4789,Etude Op.39 No.9 (Concerto for Solo Piano Mvt.2),Etude Op.39 No.9 (Concerto for Solo Piano Mvt.2),,,,,,,,,,,,,,,,,,,,,,,,,
4790,5.82 TPS (6.0 / 5.47 / 6.0),5.82 TPS (6.0 / 5.47 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
4791,Etude Op.39 No.10 (Concerto for Solo Piano Mvt.3),Etude Op.39 No.10 (Concerto for Solo Piano Mvt.3),,,,,,,,,,,,,,,,,,,,,,,,,
4792,0.02 TPS (0.02 / 0.02 / 0.02),0.02 TPS (0.02 / 0.02 / 0.02),,,,,,,,,,,,,,,,,,,,,,,,,
4793,Etude Op.39 No.10,Etude Op.39 No.10,,,,,,,,,,,,,,,,,,,,,,,,,
4794,7.0 TPS (7.0 / 7.0 / 7.0),7.0 TPS (7.0 / 7.0 / 7.0),,,,,,,,,,,,,,,,,,,,,,,,,
4795,Etude Op.39 No.11 (Overture),Etude Op.39 No.11 (Overture),,,,,,,,,,,,,,,,,,,,,,,,,
4796,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4797,Etude Op.39 No.11 A1M,Etude Op.39 No.11 A1M,,,,,,,,,,,,,,,,,,,,,,,,,
4798,5.57 TPS (5.57 / 5.57 / 5.57),5.57 TPS (5.57 / 5.57 / 5.57),,,,,,,,,,,,,,,,,,,,,,,,,
4799,Etude Op.39 No.11,Etude Op.39 No.11,,,,,,,,,,,,,,,,,,,,,,,,,
4800,5.57 TPS (5.57 / 5.57 / 5.57),5.57 TPS (5.57 / 5.57 / 5.57),,,,,,,,,,,,,,,,,,,,,,,,,
4801,Etude Op.39 No.12 (Le Festin d'Esope),Etude Op.39 No.12 (Le Festin d'Esope),,,,,,,,,,,,,,,,,,,,,,,,,
4802,8.4 TPS (8.4 / 8.4 / 8.4),8.4 TPS (8.4 / 8.4 / 8.4),,,,,,,,,,,,,,,,,,,,,,,,,
4803,Etude Op.42 No.3,Etude Op.42 No.3,,,,,,,,,,,,,,,,,,,,,,,,,
4804,0.02 TPS (0.02 / 0.02 / 0.02),0.02 TPS (0.02 / 0.02 / 0.02),,,,,,,,,,,,,,,,,,,,,,,,,
4805,Etude Op.42 No.5,Etude Op.42 No.5,,,,,,,,,,,,,,,,,,,,,,,,,
4806,0.07 TPS (0.07 / 0.07 / 0.07),0.07 TPS (0.07 / 0.07 / 0.07),,,,,,,,,,,,,,,,,,,,,,,,,
4807,Etude Op.42 No.8,Etude Op.42 No.8,,,,,,,,,,,,,,,,,,,,,,,,,
4808,8.04 TPS (8.4 / 7.33 / 8.4),8.04 TPS (8.4 / 7.33 / 8.4),,,,,,,,,,,,,,,,,,,,,,,,,
4809,Etude Op.46 No.1 (Only for pros of all tiles),Etude Op.46 No.1 (Only for pros of all tiles),,,,,,,,,,,,,,,,,,,,,,,,,
4810,4.67 TPS (4.67 / 4.67 / 4.67),4.67 TPS (4.67 / 4.67 / 4.67),,,,,,,,,,,,,,,,,,,,,,,,,
4811,Etude Op.46 No.2 (Maxbay Went Away (Another ver.),Etude Op.46 No.2 (Maxbay Went Away (Another ver.),,,,,,,,,,,,,,,,,,,,,,,,,
4812,4.67 TPS (4.67 / 4.67 / 4.67),4.67 TPS (4.67 / 4.67 / 4.67),,,,,,,,,,,,,,,,,,,,,,,,,
4813,Etude Op.46 No.3 (Castle in the Sky),Etude Op.46 No.3 (Castle in the Sky),,,,,,,,,,,,,,,,,,,,,,,,,
4814,3.2 TPS (3.2 / 3.2 / 3.2),3.2 TPS (3.2 / 3.2 / 3.2),,,,,,,,,,,,,,,,,,,,,,,,,
4815,Etude Op.46 No.4 (Habanera Full),Etude Op.46 No.4 (Habanera Full),,,,,,,,,,,,,,,,,,,,,,,,,
4816,4.8 TPS (4.8 / 4.8 / 4.8),4.8 TPS (4.8 / 4.8 / 4.8),,,,,,,,,,,,,,,,,,,,,,,,,
4817,Etude Op.46 No.5 (YTP 763 - Theme),Etude Op.46 No.5 (YTP 763 - Theme),,,,,,,,,,,,,,,,,,,,,,,,,
4818,2.3 TPS (2.3 / 2.3 / 2.3),2.3 TPS (2.3 / 2.3 / 2.3),,,,,,,,,,,,,,,,,,,,,,,,,
4819,Etude Op.52 No.1,Etude Op.52 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
4820,7.48 TPS (7.48 / 7.48 / 7.48),7.48 TPS (7.48 / 7.48 / 7.48),,,,,,,,,,,,,,,,,,,,,,,,,
4821,Etude Op.52 No.2,Etude Op.52 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
4822,4.45 TPS (4.45 / 4.45 / 4.45),4.45 TPS (4.45 / 4.45 / 4.45),,,,,,,,,,,,,,,,,,,,,,,,,
4823,Etude Op.52 No.3,Etude Op.52 No.3,,,,,,,,,,,,,,,,,,,,,,,,,
4824,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4825,Etude Op.52 No.4 (Étude de rythme),Etude Op.52 No.4 (Étude de rythme),,,,,,,,,,,,,,,,,,,,,,,,,
4826,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4827,Etude Op.52 No.4,Etude Op.52 No.4,,,,,,,,,,,,,,,,,,,,,,,,,
4828,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
4829,Etude Op.52 No.5,Etude Op.52 No.5,,,,,,,,,,,,,,,,,,,,,,,,,
4830,7.82 TPS (7.82 / 7.82 / 7.82),7.82 TPS (7.82 / 7.82 / 7.82),,,,,,,,,,,,,,,,,,,,,,,,,
4831,Etude Op.52 No.6 (En forme de valse),Etude Op.52 No.6 (En forme de valse),,,,,,,,,,,,,,,,,,,,,,,,,
4832,7.67 TPS (7.67 / 7.67 / 7.67),7.67 TPS (7.67 / 7.67 / 7.67),,,,,,,,,,,,,,,,,,,,,,,,,
4833,Etude Op.52 No.6,Etude Op.52 No.6,,,,,,,,,,,,,,,,,,,,,,,,,
4834,7.67 TPS (7.67 / 7.67 / 7.67),7.67 TPS (7.67 / 7.67 / 7.67),,,,,,,,,,,,,,,,,,,,,,,,,
4835,Etude Op.63 No.1,Etude Op.63 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
4836,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4837,Etude Op.63 No.2,Etude Op.63 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
4838,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4839,Etude Op.63 No.3,Etude Op.63 No.3,,,,,,,,,,,,,,,,,,,,,,,,,
4840,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4841,Etude Op.63 No.4,Etude Op.63 No.4,,,,,,,,,,,,,,,,,,,,,,,,,
4842,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4843,Etude Op.63 No.5 (Campanella),Etude Op.63 No.5 (Campanella),,,,,,,,,,,,,,,,,,,,,,,,,
4844,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4845,Etude Op.63 No.6 (Fughetta),Etude Op.63 No.6 (Fughetta),,,,,,,,,,,,,,,,,,,,,,,,,
4846,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4847,Etude Op.63 No.7,Etude Op.63 No.7,,,,,,,,,,,,,,,,,,,,,,,,,
4848,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4849,Etude Op.63 No.8,Etude Op.63 No.8,,,,,,,,,,,,,,,,,,,,,,,,,
4850,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4851,Etude Op.63 No.9 (Barcarolle),Etude Op.63 No.9 (Barcarolle),,,,,,,,,,,,,,,,,,,,,,,,,
4852,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4853,Etude Op.63 No.10 (Mélancolie),Etude Op.63 No.10 (Mélancolie),,,,,,,,,,,,,,,,,,,,,,,,,
4854,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4855,Etude Op.63 No.11 (Scherzetto),Etude Op.63 No.11 (Scherzetto),,,,,,,,,,,,,,,,,,,,,,,,,
4856,0.02 TPS (0.02 / 0.02 / 0.02),0.02 TPS (0.02 / 0.02 / 0.02),,,,,,,,,,,,,,,,,,,,,,,,,
4857,Etude Op.63 No.12,Etude Op.63 No.12,,,,,,,,,,,,,,,,,,,,,,,,,
4858,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4859,Etude Op.63 No.13,Etude Op.63 No.13,,,,,,,,,,,,,,,,,,,,,,,,,
4860,0.02 TPS (0.02 / 0.02 / 0.02),0.02 TPS (0.02 / 0.02 / 0.02),,,,,,,,,,,,,,,,,,,,,,,,,
4861,Etude Op.63 No.14 (Gigue),Etude Op.63 No.14 (Gigue),,,,,,,,,,,,,,,,,,,,,,,,,
4862,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4863,Etude Op.63 No.15,Etude Op.63 No.15,,,,,,,,,,,,,,,,,,,,,,,,,
4864,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4865,Etude Op.63 No.16,Etude Op.63 No.16,,,,,,,,,,,,,,,,,,,,,,,,,
4866,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4867,Etude Op.63 No.17 (Les Deux Mesures),Etude Op.63 No.17 (Les Deux Mesures),,,,,,,,,,,,,,,,,,,,,,,,,
4868,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4869,Etude Op.63 No.18 (Marine),Etude Op.63 No.18 (Marine),,,,,,,,,,,,,,,,,,,,,,,,,
4870,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4871,Etude Op.63 No.19 (Saltarelle),Etude Op.63 No.19 (Saltarelle),,,,,,,,,,,,,,,,,,,,,,,,,
4872,8.22 TPS (8.0 / 8.0 / 8.67),8.22 TPS (8.0 / 8.0 / 8.67),,,,,,,,,,,,,,,,,,,,,,,,,
4873,Etude Op.63 No.20 (Toccata),Etude Op.63 No.20 (Toccata),,,,,,,,,,,,,,,,,,,,,,,,,
4874,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4875,Etude Op.63 No.21 (Humoresque),Etude Op.63 No.21 (Humoresque),,,,,,,,,,,,,,,,,,,,,,,,,
4876,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4877,Etude Op.63 No.22 (Nocturne),Etude Op.63 No.22 (Nocturne),,,,,,,,,,,,,,,,,,,,,,,,,
4878,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4879,Etude Op.63 No.23 (Ballade),Etude Op.63 No.23 (Ballade),,,,,,,,,,,,,,,,,,,,,,,,,
4880,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4881,Etude Op.63 No.24 (Bravura),Etude Op.63 No.24 (Bravura),,,,,,,,,,,,,,,,,,,,,,,,,
4882,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4883,Etude Op.63 No.25,Etude Op.63 No.25,,,,,,,,,,,,,,,,,,,,,,,,,
4884,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4885,Etude Op.63 No.26,Etude Op.63 No.26,,,,,,,,,,,,,,,,,,,,,,,,,
4886,0.07 TPS (0.07 / 0.07 / 0.07),0.07 TPS (0.07 / 0.07 / 0.07),,,,,,,,,,,,,,,,,,,,,,,,,
4887,Etude Op.63 No.27 (Preludio),Etude Op.63 No.27 (Preludio),,,,,,,,,,,,,,,,,,,,,,,,,
4888,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4889,Etude Op.63 No.28 (Fuga),Etude Op.63 No.28 (Fuga),,,,,,,,,,,,,,,,,,,,,,,,,
4890,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4891,Etude Op.63 No.29,Etude Op.63 No.29,,,,,,,,,,,,,,,,,,,,,,,,,
4892,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4893,Etude Op.63 No.30,Etude Op.63 No.30,,,,,,,,,,,,,,,,,,,,,,,,,
4894,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4895,Etude Op.63 No.31,Etude Op.63 No.31,,,,,,,,,,,,,,,,,,,,,,,,,
4896,0.02 TPS (0.02 / 0.02 / 0.02),0.02 TPS (0.02 / 0.02 / 0.02),,,,,,,,,,,,,,,,,,,,,,,,,
4897,Etude Op.63 No.32,Etude Op.63 No.32,,,,,,,,,,,,,,,,,,,,,,,,,
4898,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4899,Etude Op.63 No.33,Etude Op.63 No.33,,,,,,,,,,,,,,,,,,,,,,,,,
4900,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4901,Etude Op.63 No.34 (Sonate),Etude Op.63 No.34 (Sonate),,,,,,,,,,,,,,,,,,,,,,,,,
4902,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4903,Etude Op.63 No.35 (Scherzo Grazioso),Etude Op.63 No.35 (Scherzo Grazioso),,,,,,,,,,,,,,,,,,,,,,,,,
4904,0.02 TPS (0.02 / 0.02 / 0.02),0.02 TPS (0.02 / 0.02 / 0.02),,,,,,,,,,,,,,,,,,,,,,,,,
4905,Etude Op.63 No.36 (Finale),Etude Op.63 No.36 (Finale),,,,,,,,,,,,,,,,,,,,,,,,,
4906,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4907,Etude Op.63 No.37,Etude Op.63 No.37,,,,,,,,,,,,,,,,,,,,,,,,,
4908,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4909,Etude Op.63 No.38 (Allegro di Bravura),Etude Op.63 No.38 (Allegro di Bravura),,,,,,,,,,,,,,,,,,,,,,,,,
4910,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4911,Etude Op.63 No.39,Etude Op.63 No.39,,,,,,,,,,,,,,,,,,,,,,,,,
4912,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4913,Etude Op.63 No.40,Etude Op.63 No.40,,,,,,,,,,,,,,,,,,,,,,,,,
4914,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4915,Etude Op.63 No.41 (Elegia),Etude Op.63 No.41 (Elegia),,,,,,,,,,,,,,,,,,,,,,,,,
4916,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4917,Etude Op.63 No.42,Etude Op.63 No.42,,,,,,,,,,,,,,,,,,,,,,,,,
4918,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4919,Etude Op.63 No.43,Etude Op.63 No.43,,,,,,,,,,,,,,,,,,,,,,,,,
4920,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4921,Etude Op.63 No.44 (Romance),Etude Op.63 No.44 (Romance),,,,,,,,,,,,,,,,,,,,,,,,,
4922,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4923,Etude Op.63 No.45 (Scherzo),Etude Op.63 No.45 (Scherzo),,,,,,,,,,,,,,,,,,,,,,,,,
4924,11.5 TPS (11.4 / 11.5 / 11.6),11.5 TPS (11.4 / 11.5 / 11.6),,,,,,,,,,,,,,,,,,,,,,,,,
4925,Etude Op.63 No.46,Etude Op.63 No.46,,,,,,,,,,,,,,,,,,,,,,,,,
4926,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4927,Etude Op.63 No.47 (Capriccio alla Fuga),Etude Op.63 No.47 (Capriccio alla Fuga),,,,,,,,,,,,,,,,,,,,,,,,,
4928,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4929,Etude Op.63 No.48 (Il Trillo),Etude Op.63 No.48 (Il Trillo),,,,,,,,,,,,,,,,,,,,,,,,,
4930,0.02 TPS (0.02 / 0.02 / 0.02),0.02 TPS (0.02 / 0.02 / 0.02),,,,,,,,,,,,,,,,,,,,,,,,,
4931,Etude Op.63 No.49,Etude Op.63 No.49,,,,,,,,,,,,,,,,,,,,,,,,,
4932,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
